bikeid,fdpre,fname,ftype,length_m,facility2008,facility2009,facility2010,facility2011,facility2012,facility2013
902701606,,,,10.135013275081,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
743351,,,,68.3721033403413,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
901183810,N,INTERSTATE,AVE,8.91596233057775,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
109241,NE,FAILING,ST,160.903868047115,,,,,,
135542,NW,19TH,AVE,38.2060682758799,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
111320,NE,THOMPSON,ST,42.2475248134538,,,,,,
135557,NE,1ST,AVE,79.2272074573561,,,,,,
135447,NE,HANCOCK,ST,39.2067501226706,,,,,,
111524,NE,59TH,AVE,124.953538863908,,,,,,
135412,NE,THOMPSON,ST,74.0418109023125,,,,,,
111229,NE,TILLAMOOK,ST,76.7090604660815,,,,,,
140394,SW,ZOO,RD,19.8222201435757,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
197835,N,INTERSTATE,AVE,43.9759801709396,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
197334,NE,MT HOOD,AVE,174.747880648005,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
197330,NE,MT HOOD,AVE,13.7160610543086,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185572,E,BURNSIDE,ST,308.937008113413,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
186108,N,RUSSELL,ST,14.2639555187699,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
182905,SE,122ND,AVE,91.645174145734,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
192141,NE,MT HOOD,AVE,23.6242301284459,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
192495,SW,TERWILLIGER,BLVD,45.4902634339585,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185851,SW,MOODY,AVE,12.9501328459672,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
192056,N,MISSOURI,AVE,45.361361095177,,,,,,
140275,SW,ZOO,RD,67.7314965133856,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185408,N,KILLINGSWORTH,ST,12.7243760760103,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
161188,N,MARTIN LUTHER KING JR BLVD-MARINE WAY,RAMP,147.989345489932,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183587,SE,92ND,AVE,7.90330089100578,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183819,NE,82ND,AVE,366.928061987313,,,,,,
185127,SE,17TH,AVE,310.966893614714,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
141529,SW,BARBUR,BLVD,256.326650875024,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
141868,SW,TERWILLIGER,BLVD,16.0239440263705,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
151889,NW,HAZELTINE,ST,77.0329795186244,,,,,,
191662,NW,BROADWAY,,125.326543898466,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
103146,N,WILLAMETTE,BLVD,67.3379292855319,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
198024,NE,ALDERWOOD,RD,366.99533822765,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
160236,NE,12TH,AVE,22.1070806287091,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185567,E,BURNSIDE,ST,201.694029268806,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185703,NE,COLUMBIA,PKWY,341.605478172493,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
161192,N,INTERSTATE,AVE,9.08919745795181,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
107808,N,INTERSTATE,AVE,42.0314044872469,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183286,N,INTERSTATE,AVE,93.9855246976278,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183792,N,INTERSTATE,AVE,83.4533612188514,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
,,,,33.5660856285809,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
902183790,N,INTERSTATE,AVE,119.410817918102,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
902185959,N,INTERSTATE,AVE,290.546744405926,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
133942,N,INTERSTATE,AVE,48.896849309895,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183293,N,INTERSTATE,AVE,14.8228249001411,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
902183800,N,INTERSTATE,AVE,64.1591065130425,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
181006,SW,BOND,AVE,73.1941887564683,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183278,N,INTERSTATE,AVE,230.66071383777,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
186086,NE,COLUMBIA,BLVD,103.916605087059,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
902183030,E,BURNSIDE,ST,67.592191192926,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183809,N,INTERSTATE,AVE,199.470463579069,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183811,N,INTERSTATE,AVE,108.882510341428,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
902183810,N,INTERSTATE,AVE,191.199438048668,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183797,N,INTERSTATE,AVE,76.9770237863019,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
901197196,E,BURNSIDE,ST,7.97391712116432,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
901185956,N,INTERSTATE,AVE,122.204034827104,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183794,N,INTERSTATE,AVE,89.061337885851,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
901183052,N,INTERSTATE,AVE,42.5117821506851,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
186001,N,INTERSTATE,AVE,75.6929731968752,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183892,NW,NAITO,PKWY,78.7553044165679,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183026,E,BURNSIDE,ST,80.4723028004508,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
198029,NE,MT ST HELENS,AVE,44.7060701471808,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
198032,NE,CASCADES,PKWY,98.4825269353468,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
901197183,E,BURNSIDE,ST,10.6485862511083,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
902197183,E,BURNSIDE,ST,12.3173085189108,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185698,NE,COLUMBIA,PKWY,51.2793146140182,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
,,,,26.5792573966216,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
134889,NE,131ST,AVE,72.2664964593085,,,,,,
901138739,E,BURNSIDE,ST,92.6640223503029,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183310,N,INTERSTATE,AVE,107.753199765893,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
197935,N,DENVER AVE-VICTORY BLVD,RAMP,230.984871690477,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
186003,N,INTERSTATE,AVE,69.4501779211768,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185702,NE,COLUMBIA,PKWY,257.102799305523,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
901183032,E,BURNSIDE,ST,131.382502284681,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
136810,N,INTERSTATE,AVE,110.582421366845,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185701,NE,COLUMBIA,PKWY,33.2763291428349,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183306,N,INTERSTATE,AVE,55.326898620695,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183304,N,INTERSTATE,AVE,28.6267520454315,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
184859,N,INTERSTATE,AVE,140.269056146396,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
901184092,N,INTERSTATE,AVE,92.3155698160399,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
902183787,N,INTERSTATE,AVE,263.88556844159,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
902186004,N,INTERSTATE,AVE,34.3940651268353,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185946,N,MULTNOMAH,ST,26.456409714673,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
197328,NE,MT HOOD,AVE,19.1150867681891,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
198026,NE,MT ST HELENS,AVE,99.9338610933344,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
902138739,E,BURNSIDE,ST,6.64805723431571,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183033,E,BURNSIDE,ST,61.8045242588524,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
902183032,E,BURNSIDE,ST,7.44108845277861,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
185971,N,INTERSTATE,AVE,205.967988358516,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183813,N,INTERSTATE,AVE,87.5080411278711,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183311,N,INTERSTATE,AVE,24.0032270490592,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
195403,N,INTERSTATE,AVE,125.401461081095,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
197335,NE,MT HOOD,AVE,39.2387312828181,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
191734,NE,MORRIS,ST,15.3578843210833,,,,,,
140279,SW,LINCOLN,ST,82.9164962988217,,,,,,
108655,N,FAILING,ST,42.716436125298,,,,,,
,,,,42.0190498343329,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
191817,SW,ZOO,RD,189.327423868044,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
191661,NW,BROADWAY,,78.5239468930191,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
134529,N,MISSISSIPPI,AVE,48.331624295094,,,,,,
196114,,,,69.3640559823336,,,,,,
110134,NE,SANDY,BLVD,91.0259166281182,,,,,,
109519,NE,143RD,AVE,69.5879545183049,,,,,,
109402,NE,ALTON,CT,176.374590453575,,,,,,
138626,SW,VISTA,AVE,13.7759884485789,,,,,,
198653,,,,111.330867943096,,,,,,
134280,NE,FREMONT,ST,230.695342938544,,,,,,
109980,NE,36TH,AVE,104.113863383579,,,,,,
109885,NE,MERGES,DR,119.234038945393,,,,,,
109765,NE,KLICKITAT,ST,202.034867717292,,,,BKE-BLVD,BKE-BLVD,BKE-BLVD
109847,NE,68TH,AVE,25.9506747414433,,,,,BKE-BLVD,BKE-BLVD
109846,NE,SANDY,BLVD,57.5381404093541,,,,,,
134336,NE,145TH,AVE,74.8912957917954,,,,,,
184619,NE,I84 FWY-I205 FWY,RAMP,14.8366019414739,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
134249,NE,FREMONT,ST,41.459357793448,,,,,,
134244,,I84,FWY,48.3896088350458,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
134188,NE,I84 FWY-I205 FWY,RAMP,455.855425347099,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
109904,NE,67TH,AVE,70.7718527294068,,,,,,
134186,NE,I84 FWY-I205 FWY,RAMP,73.2581008416247,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
197291,SE,MT SCOTT,BLVD,85.959247169421,,,,,,
119256,SE,CARUTHERS,ST,100.396418994461,,,,,,
129493,SE,16TH,AVE,91.9474034352051,,,,,,
151920,SW,MACADAM AVE-I5 FWY,RAMP,7.20070877513271,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
109857,NE,MERGES,DR,25.4146490115395,,,,,,
191601,NW,BIRKENDENE,ST,212.074908118375,,,,,,
134235,NE,FREMONT,ST,69.0735176360556,,,,,,
120241,SE,WOODWARD,ST,79.2494424519953,,,,,,
712179,,,,48.0668011319611,,,,,,
109965,NE,66TH,AVE,115.684230966355,,,,,,
109822,NE,KLICKITAT,ST,79.2401086303844,,,,BKE-BLVD,BKE-BLVD,BKE-BLVD
120239,SE,DIVISION,ST,99.4018698492131,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
116428,SE,YAMHILL,ST,77.5216034419066,,,,,,
184269,NW,BPA,RD,56.1911760594901,,,,,,
171142,SE,MALL,ST,208.060779360811,,,,,,
141989,SW,TROY,ST,130.238517767018,,,,,,
142505,SW,CAPITOL,HWY,9.03229924705912,,,,,,
119996,SW,SHERWOOD,DR,166.589461889414,,,,,,
161162,N,GANTENBEIN,AVE,16.1825962011526,,,,,,
191818,SW,ZOO,RD,14.2350373922965,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
140915,SW,I405 FWY-I5 FWY,RAMP,123.951113899309,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
184620,NE,I84 FWY-I205 FWY,RAMP,55.7764908180906,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
134346,NE,133RD,AVE,93.1922930090192,,,,,,
134574,NE,132ND,AVE,303.686537639867,,,,,,
134227,NE,FREMONT,ST,91.8822235828935,,,,,,
121724,SE,160TH,AVE,74.6523707162124,,,,,,
134309,N,COMMERCIAL,AVE,62.0804607261394,,,,,,
134166,N,MONROE,ST,84.9674472789351,,,,,,
183109,NE,I84 FWY-I205 FWY,RAMP,114.13110933427,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
134253,NE,102ND,AVE,34.4125747185801,,,,,,
134181,NE,I84 FWY-I205 FWY,RAMP,156.104307182446,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
110043,NE,65TH,AVE,160.11987404743,,,,,,
192544,NE,149TH,AVE,109.424108120978,,,,,,
134542,NE,131ST,AVE,293.468094382469,,,,,,
150660,SW,SUNSET,HWY,53.3128331750633,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES,NO-BIKES
196105,,,,68.7135700313562,,,,,,
191097,NE,TRACEY,LN,40.6510748631852,,,,,,
190803,NE,RIVERSIDE,PKWY,764.934525689972,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
704558,,,,41.7772650054738,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU,PTH-LOMU
198492,N,NEWMAN,AVE,60.2836788685425,,,,,,
901150994,SW,RIVER,PKWY,34.2548888945084,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
194019,,,,77.7920321330503,,,,,,
151032,SW,ZOO,RD,52.9920521957661,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
191461,SW,ZOO,RD,139.843732122782,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
192854,,,,78.4578265645531,,,,,,
151169,SW,TERWILLIGER,BLVD,45.4276914490976,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
140728,SE,96TH,DR,87.0939965279032,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
182277,SW,PALATINE HILL,RD,98.2798551325972,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183821,NE,COLUMBIA,BLVD,52.3331669710102,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
186008,N,ROSA PARKS,WAY,17.9171024805194,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
300615,SE,17TH,AVE,162.776247641309,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
182854,NW,NAITO,PKWY,61.718011232524,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
182855,NW,NAITO,PKWY,16.8547822812371,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
197826,SW,HUME,ST,121.646469678588,,,,,,
140427,SW,ZOO,RD,42.3852425820663,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
192142,NE,MT HOOD,AVE,28.3557133945762,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
140259,SW,ZOO,RD,51.320355719221,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
131666,SW,14TH,DR,73.1268884730457,,,,,,
186178,NE,99TH,AVE,119.083879466265,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
198324,SW,TERWILLIGER,BLVD,411.325504721242,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
756464,,,,6.90990243669181,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
195420,SE,LINCOLN,ST,252.719537852634,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
756769,,,,5.46052037547865,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
756770,,,,81.4442105649489,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
195419,SE,LINCOLN,ST,145.185951373152,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
901194221,SW,HARBOR,WAY,37.4230211020242,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
160093,SE,LINCOLN,ST,29.9669561074452,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
160094,SE,LINCOLN,ST,106.377043517416,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
707328,,,,27.7653672961349,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
703670,,,,83.8094315034649,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701149,,,,53.0093684303059,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701184,,,,16.9347513301312,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701209,,,,11.274098510905,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701634,,,,21.194071784973,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701641,,,,57.2194184926563,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
717319,,,,5.76173584945854,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
901700428,,,,233.792350148555,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
902703824,,,,32.6152610985629,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
712947,,,,60.5296378955945,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
901700246,,,,6.27335619824186,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
708085,,,,17.1122570915951,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
709554,,,,224.921960272354,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
734817,,,,15.1156805838788,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
718849,,,,106.685283939581,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
902729810,,,,86.3730098927811,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
903703824,,,,23.9031143248053,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701100,,,,97.2981454840483,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
702869,,,,31.6262773837382,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
703560,,,,230.41500168286,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
704258,,,,18.6201468582246,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
712746,,,,83.4791955789035,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
718019,,,,9.57714216406615,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
741093,,,,63.3910761932242,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
901715832,,,,9.68852608465653,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
181739,SE,HARVEY SCOTT,CIR,268.025284106235,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
109726,NW,LEIF ERIKSON,DR,481.958731321736,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
106027,NW,SALTZMAN,RD,2091.86684480912,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
181460,NW,LEIF ERIKSON,DR,2399.56728083454,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
700726,,,,9.09328681875557,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
700780,,,,3.57618248010409,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
700803,,,,145.082880170952,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
184168,NW,SALTZMAN,RD,2653.05678272341,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701085,,,,46.6586476531772,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
702061,,,,56.0503373256314,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701652,,,,83.336774432455,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701653,,,,14.1724285845992,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701666,,,,84.3843307413562,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701724,,,,122.670150320963,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701749,,,,169.979787539661,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701757,,,,148.28053496793,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
701821,,,,30.434278950396,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
702179,,,,145.303747674422,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
702319,,,,122.722468498727,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
702335,,,,23.1541028507551,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
702356,,,,79.3668007168129,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
702361,,,,28.4997379548322,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
702414,,,,273.85903212022,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
